,Bios,Movies,TV,Religion,Music,Sports,Books,Politics,Bigrams
57,"['proud', 'tv', 'scholar', 'introvert', 'organizer', 'unapologetic', 'web', 'expert', 'friendly', 'beer', 'geek']",4,2,5,6,7,4,7,"[('beer', 'geek'), ('expert', 'friendly'), ('friendly', 'beer'), ('introvert', 'organizer'), ('organizer', 'unapologetic'), ('proud', 'tv'), ('scholar', 'introvert'), ('tv', 'scholar'), ('unapologetic', 'web'), ('web', 'expert')]"
58,"['wannabe', 'tv', 'geek', 'writer', 'food', 'maven', 'entrepreneur', 'introvert', 'bacon', 'evangelist', 'internet', 'scholar']",6,1,5,5,3,1,6,"[('bacon', 'evangelist'), ('entrepreneur', 'introvert'), ('evangelist', 'internet'), ('food', 'maven'), ('geek', 'writer'), ('internet', 'scholar'), ('introvert', 'bacon'), ('maven', 'entrepreneur'), ('tv', 'geek'), ('wannabe', 'tv'), ('writer', 'food')]"
59,"['social', 'medium', 'guru', 'pop', 'culture', 'trailblazer', 'hardcore', 'communicator', 'entrepreneur']",1,3,0,0,9,3,3,"[('communicator', 'entrepreneur'), ('culture', 'trailblazer'), ('guru', 'pop'), ('hardcore', 'communicator'), ('medium', 'guru'), ('pop', 'culture'), ('social', 'medium'), ('trailblazer', 'hardcore')]"
60,"['coffee', 'fanatic', 'analyst', 'zombie', 'fan', 'pop', 'culture', 'expert', 'internet', 'lover', 'web', 'scholar', 'writer', 'freelance', 'travel', 'fanatic', 'award-winning', 'alcohol', 'aficionado']",6,2,9,7,1,6,7,"[('alcohol', 'aficionado'), ('analyst', 'zombie'), ('award-winning', 'alcohol'), ('culture', 'expert'), ('expert', 'internet'), ('fan', 'pop'), ('freelance', 'travel'), ('internet', 'lover'), ('lover', 'web'), ('pop', 'culture'), ('scholar', 'writer'), ('web', 'scholar'), ('writer', 'freelance'), ('zombie', 'fan'), ('coffee', 'fanatic'), ('fanatic', 'analyst'), ('fanatic', 'award-winning'), ('travel', 'fanatic')]"
61,"['gamer', 'hipster-friendly', 'music', 'enthusiast', 'tv', 'fanatic', 'total', 'communicator', 'unapologetic', 'travel', 'maven']",3,1,2,9,1,4,5,"[('communicator', 'unapologetic'), ('enthusiast', 'tv'), ('fanatic', 'total'), ('gamer', 'hipster-friendly'), ('hipster-friendly', 'music'), ('music', 'enthusiast'), ('total', 'communicator'), ('travel', 'maven'), ('tv', 'fanatic'), ('unapologetic', 'travel')]"
62,"['professional', 'twitter', 'junkie', 'travel', 'advocate', 'hardcore', 'food', 'aficionado', 'explorer', 'friendly', 'coffee', 'trailblazer', 'reader']",6,4,9,2,1,2,9,"[('advocate', 'hardcore'), ('aficionado', 'explorer'), ('coffee', 'trailblazer'), ('explorer', 'friendly'), ('food', 'aficionado'), ('friendly', 'coffee'), ('hardcore', 'food'), ('junkie', 'travel'), ('professional', 'twitter'), ('trailblazer', 'reader'), ('travel', 'advocate'), ('twitter', 'junkie')]"
63,"['twitter', 'specialist', 'subtly', 'charming', 'alcohol', 'evangelist', 'freelance', 'coffee', 'scholar']",4,1,5,5,0,0,7,"[('alcohol', 'evangelist'), ('charming', 'alcohol'), ('coffee', 'scholar'), ('evangelist', 'freelance'), ('freelance', 'coffee'), ('specialist', 'subtly'), ('subtly', 'charming'), ('twitter', 'specialist')]"
64,"['friend', 'animal', 'everywhere', 'zombie', 'lover', 'bacon', 'scholar', 'evil', 'food', 'aficionado', 'passionate', 'problem', 'solver']",6,6,1,3,1,0,0,"[('aficionado', 'passionate'), ('animal', 'everywhere'), ('bacon', 'scholar'), ('everywhere', 'zombie'), ('evil', 'food'), ('food', 'aficionado'), ('friend', 'animal'), ('lover', 'bacon'), ('passionate', 'problem'), ('problem', 'solver'), ('scholar', 'evil'), ('zombie', 'lover')]"
65,"['infuriatingly', 'humble', 'bacon', 'guru', 'incurable', 'explorer', 'food', 'lover', 'extreme', 'travel', 'evangelist']",8,9,4,3,5,8,4,"[('bacon', 'guru'), ('explorer', 'food'), ('extreme', 'travel'), ('food', 'lover'), ('guru', 'incurable'), ('humble', 'bacon'), ('incurable', 'explorer'), ('infuriatingly', 'humble'), ('lover', 'extreme'), ('travel', 'evangelist')]"
66,"['professional', 'music', 'scholar', 'writer', 'coffee', 'lover', 'twitter', 'trailblazer', 'incurable', 'tv', 'advocate', 'bacon', 'buff', 'alcohol', 'maven']",9,7,3,6,9,3,5,"[('advocate', 'bacon'), ('alcohol', 'maven'), ('bacon', 'buff'), ('buff', 'alcohol'), ('coffee', 'lover'), ('incurable', 'tv'), ('lover', 'twitter'), ('music', 'scholar'), ('professional', 'music'), ('scholar', 'writer'), ('trailblazer', 'incurable'), ('tv', 'advocate'), ('twitter', 'trailblazer'), ('writer', 'coffee')]"
67,"['infuriatingly', 'humble', 'music', 'trailblazer', 'hardcore', 'food', 'evangelist', 'communicator', 'total', 'zombieaholic']",8,6,4,3,7,6,2,"[('communicator', 'total'), ('evangelist', 'communicator'), ('food', 'evangelist'), ('hardcore', 'food'), ('humble', 'music'), ('infuriatingly', 'humble'), ('music', 'trailblazer'), ('total', 'zombieaholic'), ('trailblazer', 'hardcore')]"
68,"['prone', 'fit', 'apathy', 'internet', 'expert', 'proud', 'reader', 'certified', 'analyst', 'friendly', 'problem', 'solver']",9,8,7,5,3,1,2,"[('analyst', 'friendly'), ('apathy', 'internet'), ('certified', 'analyst'), ('expert', 'proud'), ('fit', 'apathy'), ('friendly', 'problem'), ('internet', 'expert'), ('problem', 'solver'), ('prone', 'fit'), ('proud', 'reader'), ('reader', 'certified')]"
69,"['music', 'trailblazer', 'introvert', 'award-winning', 'beer', 'geek', 'problem', 'solver']",2,8,3,0,7,1,9,"[('award-winning', 'beer'), ('beer', 'geek'), ('geek', 'problem'), ('introvert', 'award-winning'), ('music', 'trailblazer'), ('problem', 'solver'), ('trailblazer', 'introvert')]"
70,"['beer', 'trailblazer', 'reader', 'travel', 'geek', 'total', 'student', 'musicaholic', 'freelance', 'organizer', 'food', 'lover']",0,9,6,3,0,7,6,"[('beer', 'trailblazer'), ('food', 'lover'), ('freelance', 'organizer'), ('geek', 'total'), ('musicaholic', 'freelance'), ('organizer', 'food'), ('reader', 'travel'), ('student', 'musicaholic'), ('total', 'student'), ('trailblazer', 'reader'), ('travel', 'geek')]"
71,"['bacon', 'geek', 'incurable', 'beer', 'expert', 'organizer', 'hipster-friendly', 'pop', 'culture', 'evangelist', 'hardcore', 'tv', 'fan', 'devoted', 'twitter', 'lover']",2,2,3,7,4,0,3,"[('bacon', 'geek'), ('beer', 'expert'), ('culture', 'evangelist'), ('devoted', 'twitter'), ('evangelist', 'hardcore'), ('expert', 'organizer'), ('fan', 'devoted'), ('geek', 'incurable'), ('hardcore', 'tv'), ('hipster-friendly', 'pop'), ('incurable', 'beer'), ('organizer', 'hipster-friendly'), ('pop', 'culture'), ('tv', 'fan'), ('twitter', 'lover')]"
72,"['proud', 'reader', 'lifelong', 'internet', 'fan', 'freelance', 'food', 'nerd', 'web', 'maven', 'general', 'music', 'junkie', 'subtly', 'charming', 'thinker']",9,3,7,2,4,2,1,"[('charming', 'thinker'), ('fan', 'freelance'), ('food', 'nerd'), ('freelance', 'food'), ('general', 'music'), ('internet', 'fan'), ('junkie', 'subtly'), ('lifelong', 'internet'), ('maven', 'general'), ('music', 'junkie'), ('nerd', 'web'), ('proud', 'reader'), ('reader', 'lifelong'), ('subtly', 'charming'), ('web', 'maven')]"
73,"['problem', 'solver', 'web', 'evangelist', 'communicator', 'alcohol', 'lover', 'total', 'tv', 'geek', 'twitter', 'expert', 'future', 'teen', 'idol', 'subtly', 'charming', 'travel', 'buff']",5,7,2,8,3,0,1,"[('alcohol', 'lover'), ('charming', 'travel'), ('communicator', 'alcohol'), ('evangelist', 'communicator'), ('expert', 'future'), ('future', 'teen'), ('geek', 'twitter'), ('idol', 'subtly'), ('lover', 'total'), ('problem', 'solver'), ('solver', 'web'), ('subtly', 'charming'), ('teen', 'idol'), ('total', 'tv'), ('travel', 'buff'), ('tv', 'geek'), ('twitter', 'expert'), ('web', 'evangelist')]"
74,"['hardcore', 'beer', 'practitioner', 'typical', 'bacon', 'evangelist', 'certified', 'social', 'medium', 'buff']",3,7,8,2,1,0,7,"[('bacon', 'evangelist'), ('beer', 'practitioner'), ('certified', 'social'), ('evangelist', 'certified'), ('hardcore', 'beer'), ('medium', 'buff'), ('practitioner', 'typical'), ('social', 'medium'), ('typical', 'bacon')]"
75,"['lifelong', 'tv', 'buff', 'communicator', 'hipster-friendly', 'travel', 'nerd', 'problem', 'solver', 'general', 'creator']",0,0,9,2,7,7,1,"[('buff', 'communicator'), ('communicator', 'hipster-friendly'), ('general', 'creator'), ('hipster-friendly', 'travel'), ('lifelong', 'tv'), ('nerd', 'problem'), ('problem', 'solver'), ('solver', 'general'), ('travel', 'nerd'), ('tv', 'buff')]"
76,"['wannabe', 'twitter', 'aficionado', 'pop', 'culture', 'nerd', 'coffee', 'maven', 'devoted', 'bacon', 'scholar', 'entrepreneur']",7,2,7,5,5,7,0,"[('aficionado', 'pop'), ('bacon', 'scholar'), ('coffee', 'maven'), ('culture', 'nerd'), ('devoted', 'bacon'), ('maven', 'devoted'), ('nerd', 'coffee'), ('pop', 'culture'), ('scholar', 'entrepreneur'), ('twitter', 'aficionado'), ('wannabe', 'twitter')]"
77,"['total', 'web', 'expert', 'incurable', 'coffee', 'aficionado', 'music', 'fanatic', 'alcohol', 'trailblazer', 'avid', 'introvert', 'subtly', 'charming', 'twitter', 'fan']",3,4,2,7,5,9,8,"[('aficionado', 'music'), ('alcohol', 'trailblazer'), ('avid', 'introvert'), ('charming', 'twitter'), ('coffee', 'aficionado'), ('expert', 'incurable'), ('fanatic', 'alcohol'), ('incurable', 'coffee'), ('introvert', 'subtly'), ('music', 'fanatic'), ('subtly', 'charming'), ('total', 'web'), ('trailblazer', 'avid'), ('twitter', 'fan'), ('web', 'expert')]"
78,"['incurable', 'foodaholic', 'freelance', 'internet', 'lover', 'problem', 'solver', 'travel', 'junkie', 'avid', 'bacon', 'evangelist', 'amateur', 'pop', 'culture', 'nerd']",4,3,6,0,8,4,9,"[('amateur', 'pop'), ('avid', 'bacon'), ('bacon', 'evangelist'), ('culture', 'nerd'), ('evangelist', 'amateur'), ('foodaholic', 'freelance'), ('freelance', 'internet'), ('incurable', 'foodaholic'), ('internet', 'lover'), ('junkie', 'avid'), ('lover', 'problem'), ('pop', 'culture'), ('problem', 'solver'), ('solver', 'travel'), ('travel', 'junkie')]"
79,"['lifelong', 'communicator', 'devoted', 'coffeeaholic', 'introvert', 'typical', 'reader']",5,8,6,3,5,0,7,"[('coffeeaholic', 'introvert'), ('communicator', 'devoted'), ('devoted', 'coffeeaholic'), ('introvert', 'typical'), ('lifelong', 'communicator'), ('typical', 'reader')]"
80,"['total', 'zombie', 'enthusiast', 'devoted', 'beer', 'ninja', 'tv', 'fanatic', 'lifelong', 'web', 'evangelist']",3,3,0,4,3,9,5,"[('beer', 'ninja'), ('devoted', 'beer'), ('enthusiast', 'devoted'), ('fanatic', 'lifelong'), ('lifelong', 'web'), ('ninja', 'tv'), ('total', 'zombie'), ('tv', 'fanatic'), ('web', 'evangelist'), ('zombie', 'enthusiast')]"
81,"['award-winning', 'pop', 'culture', 'lover', 'internet', 'advocate', 'twitter', 'fanatic', 'analyst', 'zombie', 'practitioner']",3,1,8,9,0,8,4,"[('advocate', 'twitter'), ('analyst', 'zombie'), ('award-winning', 'pop'), ('culture', 'lover'), ('fanatic', 'analyst'), ('internet', 'advocate'), ('lover', 'internet'), ('pop', 'culture'), ('twitter', 'fanatic'), ('zombie', 'practitioner')]"
82,"['certified', 'travel', 'junkie', 'gamer', 'reader', 'food', 'maven', 'extreme', 'alcohol', 'aficionado', 'typical', 'tv', 'specialist']",1,6,3,0,0,0,0,"[('aficionado', 'typical'), ('alcohol', 'aficionado'), ('certified', 'travel'), ('extreme', 'alcohol'), ('food', 'maven'), ('gamer', 'reader'), ('junkie', 'gamer'), ('maven', 'extreme'), ('reader', 'food'), ('travel', 'junkie'), ('tv', 'specialist'), ('typical', 'tv')]"
83,"['extreme', 'travel', 'practitioner', 'gamer', 'typical', 'music', 'buff', 'food', 'trailblazer', 'beer', 'lover', 'bacon', 'junkie']",9,3,5,8,9,1,5,"[('bacon', 'junkie'), ('beer', 'lover'), ('buff', 'food'), ('extreme', 'travel'), ('food', 'trailblazer'), ('gamer', 'typical'), ('lover', 'bacon'), ('music', 'buff'), ('practitioner', 'gamer'), ('trailblazer', 'beer'), ('travel', 'practitioner'), ('typical', 'music')]"
84,"['pop', 'culture', 'guru', 'zombie', 'maven', 'twitteraholic', 'coffee', 'trailblazer', 'problem', 'solver']",4,1,7,1,5,5,4,"[('coffee', 'trailblazer'), ('culture', 'guru'), ('guru', 'zombie'), ('maven', 'twitteraholic'), ('pop', 'culture'), ('problem', 'solver'), ('trailblazer', 'problem'), ('twitteraholic', 'coffee'), ('zombie', 'maven')]"
85,"['freelance', 'social', 'medium', 'nerd', 'internet', 'ninja', 'introvert', 'beer', 'evangelist', 'alcohol', 'enthusiast', 'bacon', 'geek', 'troublemaker']",2,8,2,5,4,9,1,"[('alcohol', 'enthusiast'), ('bacon', 'geek'), ('beer', 'evangelist'), ('enthusiast', 'bacon'), ('evangelist', 'alcohol'), ('freelance', 'social'), ('geek', 'troublemaker'), ('internet', 'ninja'), ('introvert', 'beer'), ('medium', 'nerd'), ('nerd', 'internet'), ('ninja', 'introvert'), ('social', 'medium')]"
86,"['tv', 'aficionado', 'lifelong', 'communicator', 'travel', 'ninja', 'hardcore', 'web', 'buff', 'typical', 'music', 'geek']",0,4,6,0,2,4,9,"[('aficionado', 'lifelong'), ('buff', 'typical'), ('communicator', 'travel'), ('hardcore', 'web'), ('lifelong', 'communicator'), ('music', 'geek'), ('ninja', 'hardcore'), ('travel', 'ninja'), ('tv', 'aficionado'), ('typical', 'music'), ('web', 'buff')]"
87,"['devoted', 'web', 'maven', 'friend', 'animal', 'everywhere', 'analyst', 'freelance', 'music', 'buff', 'bacon', 'junkie']",0,9,5,2,7,2,0,"[('analyst', 'freelance'), ('animal', 'everywhere'), ('bacon', 'junkie'), ('buff', 'bacon'), ('devoted', 'web'), ('everywhere', 'analyst'), ('freelance', 'music'), ('friend', 'animal'), ('maven', 'friend'), ('music', 'buff'), ('web', 'maven')]"
88,"['typical', 'bacon', 'aficionado', 'internet', 'guru', 'food', 'lover', 'music', 'enthusiast', 'twitter', 'geek', 'social', 'medium', 'ninja']",8,0,8,1,4,3,5,"[('aficionado', 'internet'), ('bacon', 'aficionado'), ('enthusiast', 'twitter'), ('food', 'lover'), ('geek', 'social'), ('guru', 'food'), ('internet', 'guru'), ('lover', 'music'), ('medium', 'ninja'), ('music', 'enthusiast'), ('social', 'medium'), ('twitter', 'geek'), ('typical', 'bacon')]"
89,"['introvert', 'freelance', 'music', 'expert', 'devoted', 'social', 'medium', 'advocate', 'evil', 'reader', 'zombie', 'fanatic', 'professional', 'analyst']",4,6,6,3,4,0,6,"[('advocate', 'evil'), ('devoted', 'social'), ('evil', 'reader'), ('expert', 'devoted'), ('fanatic', 'professional'), ('freelance', 'music'), ('introvert', 'freelance'), ('medium', 'advocate'), ('music', 'expert'), ('professional', 'analyst'), ('reader', 'zombie'), ('social', 'medium'), ('zombie', 'fanatic')]"
90,"['general', 'reader', 'incurable', 'introvert', 'internet', 'junkie', 'travelaholic', 'food', 'enthusiast', 'web', 'maven', 'thinker', 'tv', 'nerd']",2,5,8,2,3,1,6,"[('enthusiast', 'web'), ('food', 'enthusiast'), ('general', 'reader'), ('incurable', 'introvert'), ('internet', 'junkie'), ('introvert', 'internet'), ('junkie', 'travelaholic'), ('maven', 'thinker'), ('reader', 'incurable'), ('thinker', 'tv'), ('travelaholic', 'food'), ('tv', 'nerd'), ('web', 'maven')]"
91,"['problem', 'solver', 'troublemaker', 'extreme', 'reader', 'bacon', 'fanatic', 'communicator', 'award-winning', 'gamer']",1,3,0,9,7,5,8,"[('award-winning', 'gamer'), ('bacon', 'fanatic'), ('communicator', 'award-winning'), ('extreme', 'reader'), ('fanatic', 'communicator'), ('problem', 'solver'), ('reader', 'bacon'), ('solver', 'troublemaker'), ('troublemaker', 'extreme')]"
92,"['entrepreneur', 'communicator', 'devoted', 'baconaholic', 'hipster-friendly', 'internet', 'specialist', 'creator']",2,2,1,3,7,5,2,"[('baconaholic', 'hipster-friendly'), ('communicator', 'devoted'), ('devoted', 'baconaholic'), ('entrepreneur', 'communicator'), ('hipster-friendly', 'internet'), ('internet', 'specialist'), ('specialist', 'creator')]"
93,"['twitter', 'trailblazer', 'internet', 'maven', 'incurable', 'beeraholic', 'general', 'pop', 'culture', 'specialist']",2,1,9,7,8,7,8,"[('beeraholic', 'general'), ('culture', 'specialist'), ('general', 'pop'), ('incurable', 'beeraholic'), ('internet', 'maven'), ('maven', 'incurable'), ('pop', 'culture'), ('trailblazer', 'internet'), ('twitter', 'trailblazer')]"
94,"['music', 'buff', 'twitter', 'evangelist', 'unapologetic', 'travel', 'fanatic', 'beer', 'fan', 'extreme', 'food', 'expert', 'tv', 'nerd', 'pop', 'culture', 'lover']",5,2,5,5,3,9,6,"[('beer', 'fan'), ('buff', 'twitter'), ('culture', 'lover'), ('evangelist', 'unapologetic'), ('expert', 'tv'), ('extreme', 'food'), ('fan', 'extreme'), ('fanatic', 'beer'), ('food', 'expert'), ('music', 'buff'), ('nerd', 'pop'), ('pop', 'culture'), ('travel', 'fanatic'), ('tv', 'nerd'), ('twitter', 'evangelist'), ('unapologetic', 'travel')]"
95,"['friendly', 'beer', 'maven', 'coffee', 'junkie', 'award-winning', 'bacon', 'practitioner', 'pop', 'culture', 'enthusiast']",8,1,9,0,5,2,2,"[('award-winning', 'bacon'), ('bacon', 'practitioner'), ('beer', 'maven'), ('coffee', 'junkie'), ('culture', 'enthusiast'), ('friendly', 'beer'), ('junkie', 'award-winning'), ('maven', 'coffee'), ('pop', 'culture'), ('practitioner', 'pop')]"
96,"['passionate', 'music', 'fanatic', 'fall', 'lot', 'travel', 'advocate', 'pop', 'culture', 'lover', 'twitter', 'practitioner']",0,7,8,6,0,5,0,"[('advocate', 'pop'), ('culture', 'lover'), ('fall', 'lot'), ('fanatic', 'fall'), ('lot', 'travel'), ('lover', 'twitter'), ('music', 'fanatic'), ('passionate', 'music'), ('pop', 'culture'), ('travel', 'advocate'), ('twitter', 'practitioner')]"
97,"['thinker', 'lifelong', 'travelaholic', 'alcohol', 'enthusiast', 'incurable', 'social', 'medium', 'lover', 'communicator']",5,8,2,8,0,9,8,"[('alcohol', 'enthusiast'), ('enthusiast', 'incurable'), ('incurable', 'social'), ('lifelong', 'travelaholic'), ('lover', 'communicator'), ('medium', 'lover'), ('social', 'medium'), ('thinker', 'lifelong'), ('travelaholic', 'alcohol')]"
98,"['freelance', 'thinker', 'amateur', 'music', 'trailblazer', 'travel', 'practitioner', 'coffee', 'junkie', 'pop', 'culture', 'scholar', 'evil', 'webaholic']",9,7,2,3,1,1,6,"[('amateur', 'music'), ('coffee', 'junkie'), ('culture', 'scholar'), ('evil', 'webaholic'), ('freelance', 'thinker'), ('junkie', 'pop'), ('music', 'trailblazer'), ('pop', 'culture'), ('practitioner', 'coffee'), ('scholar', 'evil'), ('thinker', 'amateur'), ('trailblazer', 'travel'), ('travel', 'practitioner')]"
99,"['proud', 'problem', 'solver', 'incurable', 'entrepreneur', 'travelaholic', 'writer', 'professional', 'web', 'evangelist', 'passionate', 'pop', 'culture', 'lover']",4,2,2,7,8,2,4,"[('culture', 'lover'), ('entrepreneur', 'travelaholic'), ('evangelist', 'passionate'), ('incurable', 'entrepreneur'), ('passionate', 'pop'), ('pop', 'culture'), ('problem', 'solver'), ('professional', 'web'), ('proud', 'problem'), ('solver', 'incurable'), ('travelaholic', 'writer'), ('web', 'evangelist'), ('writer', 'professional')]"
100,"['explorer', 'typical', 'travel', 'nerd', 'unable', 'type', 'boxing', 'glove', 'bacon', 'ninja', 'music', 'fan', 'professional', 'reader']",8,9,5,1,8,4,9,"[('bacon', 'ninja'), ('boxing', 'glove'), ('explorer', 'typical'), ('fan', 'professional'), ('glove', 'bacon'), ('music', 'fan'), ('nerd', 'unable'), ('ninja', 'music'), ('professional', 'reader'), ('travel', 'nerd'), ('type', 'boxing'), ('typical', 'travel'), ('unable', 'type')]"
101,"['coffee', 'evangelist', 'internet', 'buff', 'bacon', 'nerd', 'passionate', 'student', 'beer', 'maven', 'professional', 'alcohol', 'guru', 'tv', 'ninja']",0,2,9,6,7,2,4,"[('alcohol', 'guru'), ('bacon', 'nerd'), ('beer', 'maven'), ('buff', 'bacon'), ('coffee', 'evangelist'), ('evangelist', 'internet'), ('guru', 'tv'), ('internet', 'buff'), ('maven', 'professional'), ('nerd', 'passionate'), ('passionate', 'student'), ('professional', 'alcohol'), ('student', 'beer'), ('tv', 'ninja')]"
102,"['food', 'ninja', 'twitter', 'guru', 'music', 'practitioner', 'general', 'gamer', 'thinker', 'travel', 'junkie']",0,8,2,6,0,1,7,"[('food', 'ninja'), ('gamer', 'thinker'), ('general', 'gamer'), ('guru', 'music'), ('music', 'practitioner'), ('ninja', 'twitter'), ('practitioner', 'general'), ('thinker', 'travel'), ('travel', 'junkie'), ('twitter', 'guru')]"
